#'chr'	'start'	'end'	'GSE153529_H2Aub_1Cell_Mat.merged.bw'	'GSE153529_H2Aub_1Cell_Pat.merged.bw'	'GSE153529_H2Aub_2Cell_Mat.bw'	'GSE153529_H2Aub_2Cell_Pat.bw'	'GSE153529_H2Aub_4Cell_Mat.bw'	'GSE153529_H2Aub_4Cell_Pat.bw'	'GSE153529_H2Aub_Epi_E65_Mat.bw'	'GSE153529_H2Aub_Epi_E65_Pat.bw'	'GSE153529_H2Aub_ICM_Mat.bw'	'GSE153529_H2Aub_ICM_Pat.bw'	'GSE153529_H2Aub_MII.merged.bw'	'GSE153529_H2Aub_Morula_Mat.bw'	'GSE153529_H2Aub_Morula_Pat.bw'	'GSE158360_H2Aub_Sperm.merged.bw'
chr4	3677120	3679120	4.197252949476242	3.461377387046814	7.470978684425354	6.462637947797775	4.973007766008377	2.9790728449821473	6.481909543275833	15.075221967697143	6.10904863357544	1.5619028091430665	8.553591289520263	6.1305165055394175	2.440180202126503	3.610213315486908
chr4	3869657	3871657	2.5136786935329436	2.721209228038788	6.598943219900131	3.663127921104431	2.5681335003376007	3.809754469394684	10.092693212032318	14.481670674800872	8.370984030723571	9.45791628074646	2.4467097752094267	4.771651184797287	7.186978837132454	9.907489379167556
chr4	4132535	4134535	2.818933094739914	8.533705885410308	10.54431956768036	8.155091941356659	9.644970881938935	9.187538504004479	9.203753566741943	8.01015464067459	7.426236953735351	10.020202960968017	3.4963087022304533	6.064135916233063	8.311730629205703	2.9676357448101043
chr4	6685352	6687352	0.6619035065174103	2.612359321117401	3.157048634290695	2.9247044026851654	1.2157530426979064	1.2670332491397858	2.076457953453064	0.6338969826698303	0.0	3.2439503192901613	0.42379499673843385	2.164034451723099	2.2486615303754807	0.5150439977645874
chr4	9843371	9845371	6.210223430395127	9.188968505382539	9.078858655452729	8.733546206712722	7.714819227933884	5.851841318130493	22.77591459274292	25.54029165649414	7.798685883522034	9.270489693641663	3.7435224533081053	8.189903510153293	11.628022813796997	18.710338175058364
chr4	11330932	11332932	2.102518638968468	2.969383509635925	4.2027368445396425	4.2537503272295	1.4554300711154937	3.0235738587379455	3.8038434937000276	3.0288750371932984	3.2929789066314696	9.13112508058548	1.9777099788188934	2.342875026166439	3.656489933013916	1.692286616563797
chr4	11703446	11705446	1.9016101942062378	3.0651700267791746	7.712096896648407	6.47770758652687	6.73989964389801	2.880183558702469	12.265674384117126	18.96042687177658	10.41943468761444	8.66975593662262	4.102335547566414	10.238355071783065	10.266393046855926	7.427427902221679
chr4	13742301	13744301	1.4063510298728943	1.6370794715881347	4.372647017240524	4.204478632450104	2.5773963611125947	3.9865197062492372	8.146446079969406	12.060177934169769	2.9568694581985473	1.677243324279785	3.1445588549375536	4.396012938588858	3.0248133437633515	10.920897465229034
chr4	14929640	14931640	1.5184858918190003	3.5919961810111998	4.28518883228302	1.6402906394004821	3.5488389354944228	2.9481697738170625	4.108012654781342	8.136932601928711	1.5215845584869385	5.190319938659668	3.5669412106275558	3.6783121052384375	2.6123779690265656	4.699163409471512
chr4	14951244	14953244	1.3424968342781067	4.136235642433166	2.280020946264267	1.3551234004497528	0.6078765213489532	0.8343877494335175	0.8418075442314148	4.3220261335372925	7.748726576805114	3.4842440128326415	1.9508696349859238	0.8887306576371193	0.9029927551746368	1.4283893296718597
chr4	15880263	15882263	3.3453421883583068	1.5195210967063904	5.510781995773315	5.317331851005554	5.715195760011673	8.866143923163413	14.696816035747528	16.19088499212265	2.84331872177124	6.132268451690674	0.901270693063736	5.210550326913595	5.57419375038147	5.568363858938217
chr4	17852464	17854464	5.066294890165329	5.128928210258484	3.224512942314148	3.513587977647781	6.349702188968658	6.87164928817749	3.49293670797348	7.70358224272728	1.4262005195617675	2.1626333475112913	4.814311109304428	5.3237926590442655	1.868984892964363	5.78517346739769
chr4	20242852	20244852	9.895861076831817	7.392975079536438	5.0491569728851315	2.8226949273347857	7.370937726020813	6.002649245262146	2.1976770491600037	1.7380302724838257	5.904658842086792	0.7208782196044922	4.487988997340202	2.712267246603966	2.4427009485960007	1.8659309370517732
chr4	21676479	21678479	2.926396089076996	0.0	4.002845804929733	4.336631719589233	3.473580038547516	2.8838909482955932	6.956688634157181	10.236858859062195	1.7032669544219972	3.1238044261932374	5.721231187880039	3.3089167776703836	3.7203282363414765	6.109893956899643
chr4	22481094	22483094	4.799196265220642	2.9127823576927185	3.0683462963104247	3.4556247293949127	2.445979264378548	1.861611421108246	6.7344512939453125	5.416936385631561	3.1794266581535338	3.8446819305419924	11.099190866947174	1.483820526301861	1.112991029024124	3.9800653305053713
chr4	28812144	28814144	6.696916037797928	17.280755780696868	10.049588103532791	8.00670953965187	5.7308277840614315	4.844392757415772	6.6087409977912905	12.691769286632537	6.953868550300598	4.6112181468009945	10.224756179332733	7.639330343425274	7.40789514029026	4.176272961139679
chr4	32803034	32805034	0.7927267878055573	0.36573052024841307	0.6783844163417816	0.9957659125328064	1.247015231847763	0.5055771696567536	2.7701060585975648	3.263993190765381	1.5170440006256103	4.618423904418945	2.154291233420372	2.1171770154237746	1.4086692173480988	1.5941844940185548
chr4	33026138	33028138	4.518082163572311	0.0	7.028714614391327	7.393486360311508	4.4021837375164035	4.7430316352844235	7.890533398151398	4.842972017765045	9.769932008743286	6.848339629173279	0.8122737437486649	4.346811643481255	3.970649139404297	0.9319842457771301
chr4	33131555	33133555	7.327673773765564	5.964887290000916	3.7386106503009797	4.8629161942005155	4.973008090257645	4.987786191701889	1.7285108351707459	5.128804862499237	7.721467280387879	2.258751277923584	5.269184417128563	6.64595019876957	6.451144219636917	3.124602024555206
chr4	33923643	33925643	1.3432757437229157	3.0869374070167543	6.6064413566589355	4.809589319467545	4.406815894365311	4.749211152553558	3.935164704322815	5.67971853685379	4.750972563743591	5.079786375045776	4.298693890929222	4.748224286317825	4.8770022325515745	11.851896869659424
chr4	34027313	34029313	0.19467750191688538	2.3424126119613646	2.687302099943161	4.796838611364365	1.4473250448703765	2.039614498615265	0.0	1.327726043701172	0.799400779724121	0.0	0.45911124646663665	0.7028628885746002	1.3658296904563905	1.729567198038101
chr4	35705647	35707647	1.4795490145683288	2.50351105928421	1.662853641986847	4.763222113370896	1.4253257100582122	3.9939353120326997	2.5254213213920593	2.6508431792259217	3.179430913925171	2.883511209487915	1.52707463824749	1.9582540739178658	3.0894938757419586	0.19915011882781983
chr4	40472129	40474129	4.81554866361618	0.0	17.443730694055557	12.46274538207054	10.053695545196533	7.777732907295227	14.984155237674713	20.535959445476532	6.8811941957473755	7.18955916428566	1.5835806378126145	14.423509671926498	12.884649859666824	5.9313467705249785
chr4	41091723	41093723	3.108612718820572	3.7095505123138426	7.371028858423233	7.996281977415085	3.6808370156288146	3.0594213962554933	10.784102138996124	9.796587812900544	4.342191078186035	10.481562479972839	3.3988358706235884	3.069946423828602	4.163003333330154	9.64653173327446
chr4	41494600	41496600	1.36274351477623	0.7619385838508606	6.543350583314895	4.36155506670475	5.615619498491287	5.96432541012764	14.759669995307922	13.772852039337158	11.922856950759888	11.53404459953308	0.9182224929332733	6.813858422636986	4.9349573880434034	3.2864725053310395
chr4	41504008	41506008	1.9078418970108033	3.700841689109802	4.871127371549607	4.007996415257454	3.3381104078292845	3.069310668706894	6.191204825401306	6.896803749084473	1.5511066160202027	8.169946479797364	3.0145950479507446	3.0387068547606466	2.925696743965149	3.187388875246048
chr4	41516690	41518690	5.205684386491775	0.8707869529724122	7.008731156587601	2.8603686249256133	4.6082828271389005	4.666391488313675	11.942424893379211	12.193874206542969	3.2702706956863405	10.344597909450531	4.478100417852402	5.9860398358106615	9.525521166920662	7.818859151601791
chr4	41637143	41639143	8.296392540931702	3.8096891045570374	5.733161266565323	8.97465982079506	9.978435885667801	8.057096631526948	8.474182748794556	19.222060621738432	16.521670079231264	12.372667742729186	3.6573508061170577	18.764852428615093	15.481908669114112	14.937265596866608
chr4	41722835	41724835	0.8565816342830658	2.87359694480896	4.741198328733444	6.045316414833069	2.6572887456417082	3.226298576593399	4.545757007598877	4.783037865161896	3.2929859161376953	0.0	1.2360687404870987	1.804013380408287	3.5783728557825087	3.3109970939159394
chr4	42916242	42918242	10.58579810166359	4.536800024986267	7.475972747325897	7.370305043458939	9.078778379440308	8.72584037065506	27.31269177007675	23.933645293712615	7.190055284500122	17.781653594970702	9.226012218236923	11.983017341792584	9.507040763735771	13.897366021871568
chr4	43446723	43448723	0.0	0.0	4.801160716056824	4.059578136682511	7.900079110622406	9.451450587511063	0.0	0.0	0.0	0.0	1.942393735051155	9.793205281376839	13.57848947107792	7.731544505596161
chr4	43630934	43632934	4.338976166009903	3.126121651649475	6.135447077751159	4.637447143077851	4.791222986698151	1.8455420887470246	7.1834152936935425	10.727840594291687	4.437577280044556	4.291625701904297	4.240775255441665	5.348779620528221	2.9298939423561094	17.197575083732605
chr4	44523750	44525750	4.477588021755219	4.245083975791931	2.561120080947876	1.362079346179962	3.7340985774993896	1.885098248720169	3.479465138912201	3.515247654914856	2.3845729351043703	1.5619028091430665	1.6245474874973298	4.256220749020576	4.514963665604592	4.807074636220932
chr4	44701799	44703799	7.942853540182114	6.752945190906525	8.496677940845489	10.026067350268365	10.133587994337082	15.271145516633988	40.55038137197494	38.68615220069885	14.988739478588105	26.31205279827118	9.44709549844265	18.8640435102582	19.073721702575682	23.920628823280335
chr4	45183905	45185905	10.41915830731392	6.530895781517029	4.778675526380539	5.4888932466506954	6.266916098594666	4.6911145162582395	14.411724886894227	14.890814895629882	2.725223922729492	2.13860538482666	5.240931438803673	5.779087629914284	6.043748967647552	14.740079492330551
chr4	45808506	45810506	12.731928890943527	3.6747209415435793	9.930902589559555	5.345150745391845	12.371730340003968	9.432908596992492	15.715958087444305	17.029931956768035	17.314260088920594	18.079611833572386	4.617952771246434	16.56020921063423	15.846472050189972	5.652730383634568
chr4	45847946	45849946	3.7502721346616745	8.272471284866333	9.733509654283523	9.085945317029953	8.510272312164307	8.853163585424424	19.85540689277649	14.933466554641724	13.871383945941925	9.91207264661789	1.8830624355077743	12.612470257282258	12.332770000338554	9.07360566329956
