#'chr'	'start'	'end'	'GSE153529_H2Aub_1Cell_Mat.merged.bw'	'GSE153529_H2Aub_1Cell_Pat.merged.bw'	'GSE153529_H2Aub_2Cell_Mat.bw'	'GSE153529_H2Aub_2Cell_Pat.bw'	'GSE153529_H2Aub_4Cell_Mat.bw'	'GSE153529_H2Aub_4Cell_Pat.bw'	'GSE153529_H2Aub_Epi_E65_Mat.bw'	'GSE153529_H2Aub_Epi_E65_Pat.bw'	'GSE153529_H2Aub_ICM_Mat.bw'	'GSE153529_H2Aub_ICM_Pat.bw'	'GSE153529_H2Aub_MII.merged.bw'	'GSE153529_H2Aub_Morula_Mat.bw'	'GSE153529_H2Aub_Morula_Pat.bw'	'GSE158360_H2Aub_Sperm.merged.bw'
chr1	4806892	4808893	1.9193403352683094	2.611054854652752	3.4476680655529472	2.4470413471090384	0.8019960101755306	0.8043184702185497	5.501541989854072	5.801291887072669	2.2698849931113543	10.293795403094961	2.802708867071629	0.8516012944917808	1.0990014277595928	4.4909022739683016
chr1	4883321	4885322	3.4246153559820582	4.012316926368054	1.5920948767769283	2.288308172211654	1.3852658357577345	3.186386074798218	2.9728969533940304	2.9305963816492633	4.312784489484383	6.215664251156892	3.399961169393941	1.6228008448988245	2.2458597280453705	1.3806087397623514
chr1	5082085	5084086	0.5059085507085477	2.393467386980643	1.8730535321328594	1.1424158824079933	0.7707494123764839	0.21621464253186823	0.8974793075264126	3.110304264829255	0.0	0.36025898031209	2.2802895727543637	2.0685045123993904	0.7136378122650939	2.0944469214558064
chr1	7396868	7398869	7.088957401468181	6.2056042386674095	3.6331010460555704	5.685441557137386	2.7659014659425964	6.2170983457017215	7.348106826084486	5.644621579781703	2.950850491044761	3.9340275884091644	4.862735168151055	2.9669387712292763	2.4255281537249944	0.7912999657855398
chr1	8027554	8029555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3176874038518994	0.0	0.0	0.17159532630878468
chr1	9630091	9632092	1.0118173516314963	0.8703517770838701	6.8890910475090825	5.456024728734037	3.558639232543991	5.25092752143063	5.9659854041999845	5.817414378595615	0.0	5.523966622912604	0.8711694585627642	5.763709413296339	7.248877101275755	1.4629737257302136
chr1	9907637	9909638	12.809627091151842	10.174399298706513	15.910966731380785	8.345675884515629	4.412713841043193	2.285697530472892	16.35654085960941	11.46895331445186	8.74360700204097	9.068915823231572	7.919590795892051	8.129609037911159	2.2265495620090805	2.9190866579001455
chr1	10037158	10039159	3.3296599084290786	2.4326308339551233	5.757765461837334	4.629917967027572	1.8516502399435049	0.9884097944313975	5.014660996356527	3.70702060897728	2.801039082357015	1.0807769409362702	1.906124417153911	1.2114421023779187	0.7707283979413034	1.937558872350629
chr1	10215558	10217559	0.9993639678611927	2.7938292044392234	1.9367367667236786	3.4874969353263583	1.5241396037534973	1.4826146916470964	2.041764197857126	1.0598068675775638	2.310742922987359	4.044505579241629	1.7649300213994412	0.5479594104472307	2.386907670808875	1.504157564867621
chr1	12717544	12719545	0.6070908613648193	1.5231156098967729	1.354841471075833	3.522259892373607	2.8179801147857466	3.4964995286513543	2.288570792480804	1.4975531824465576	1.203041448407266	3.218313557454671	0.691852568388581	1.8967794642217275	3.0560476841895596	5.363589714075076
chr1	15804645	15806646	0.9939157219304853	2.0670840407776154	3.060569880903512	3.669405880956159	2.7485434947044833	2.7391302853688666	6.057978307885089	3.1010875520796732	0.5674712482778386	6.1051850402313494	3.178285979557371	1.9123922164055303	2.8755389947047654	1.5404375093928102
chr1	18264137	18266138	2.316283842255508	4.521472468130711	4.575246762300003	5.491942062072907	1.4327143671988012	3.631170482292347	1.711940337395084	2.824615444677106	1.4754252455223804	0.542790197003549	2.6473950231629333	0.6736311839259547	1.112436315883463	0.49027261109664283
chr1	19211053	19213054	1.011817601845897	0.9791457492193539	4.906155882210567	3.972968353383962	4.3490613504149565	3.3049949105532987	10.489276300246331	11.777679325639458	4.08579649060205	3.4825008550564807	3.8080129665115487	3.454011914016365	4.953481622602509	2.4513651823056213
